	gene_id	PSn
47089	GRMZM2G328473	1
47086	GRMZM2G328374	1
47082	GRMZM2G328309	1
47079	GRMZM2G328258	1
47078	GRMZM2G328224	1
47076	GRMZM2G328205	1
47073	GRMZM2G328168	1
47069	GRMZM2G328094	1
47068	GRMZM2G328060	1
47066	GRMZM2G327999	1
47064	GRMZM2G327890	1
47058	GRMZM2G327686	1
47057	GRMZM2G327680	1
47055	GRMZM2G327659	1
47054	GRMZM2G327655	1
47119	GRMZM2G329029	1
47123	GRMZM2G329040	1
47242	GRMZM2G330848	1
47237	GRMZM2G330751	1
47230	GRMZM2G330684	1
47227	GRMZM2G330635	1
47216	GRMZM2G330457	1
47211	GRMZM2G330430	1
47203	GRMZM2G330302	1
47202	GRMZM2G330298	1
47198	GRMZM2G330213	1
47195	GRMZM2G330095	1
47172	GRMZM2G329750	1
47165	GRMZM2G329636	1
47147	GRMZM2G329325	1
47146	GRMZM2G329306	1
47142	GRMZM2G329222	1
47140	GRMZM2G329181	1
47133	GRMZM2G329144	1
47131	GRMZM2G329131	1
47194	GRMZM2G330049	1
47049	GRMZM2G327595	1
47048	GRMZM2G327564	1
47045	GRMZM2G327427	1
46954	GRMZM2G326114	1
46953	GRMZM2G326111	1
46949	GRMZM2G325938	1
46942	GRMZM2G325804	1
46940	GRMZM2G325786	1
46936	GRMZM2G325749	1
46928	GRMZM2G325650	1
46923	GRMZM2G325629	1
46920	GRMZM2G325612	1
46919	GRMZM2G325606	1
46955	GRMZM2G326116	1
46915	GRMZM2G325575	1
46900	GRMZM2G325238	1
46891	GRMZM2G325131	1
46886	GRMZM2G325026	1
46882	GRMZM2G325014	1
46878	GRMZM2G325008	1
46903	GRMZM2G325296	1
47243	GRMZM2G330907	1
46959	GRMZM2G326177	1
46963	GRMZM2G326223	1
47043	GRMZM2G327406	1
47021	GRMZM2G327234	1
47006	GRMZM2G327051	1
47003	GRMZM2G327037	1
47002	GRMZM2G327032	1
46999	GRMZM2G326945	1
46993	GRMZM2G326734	1
46992	GRMZM2G326707	1
46991	GRMZM2G326677	1
46990	GRMZM2G326663	1
46982	GRMZM2G326625	1
46978	GRMZM2G326472	1
46974	GRMZM2G326335	1
46972	GRMZM2G326272	1
46971	GRMZM2G326270	1
46968	GRMZM2G326250	1
46964	GRMZM2G326226	1
46994	GRMZM2G326783	1
46871	GRMZM2G324991	1
47268	GRMZM2G331393	1
47277	GRMZM2G331566	1
47503	GRMZM2G335657	1
47502	GRMZM2G335638	1
47501	GRMZM2G335618	1
47497	GRMZM2G335564	1
47483	GRMZM2G335287	1
47481	GRMZM2G335280	1
47480	GRMZM2G335242	1
47479	GRMZM2G335218	1
47474	GRMZM2G335052	1
47473	GRMZM2G335046	1
47471	GRMZM2G334941	1
47467	GRMZM2G334857	1
47466	GRMZM2G334791	1
47458	GRMZM2G334660	1
47454	GRMZM2G334628	1
47447	GRMZM2G334592	1
47446	GRMZM2G334584	1
47437	GRMZM2G334409	1
47435	GRMZM2G334336	1
47434	GRMZM2G334321	1
47433	GRMZM2G334239	1
47505	GRMZM2G335694	1
47507	GRMZM2G335709	1
47509	GRMZM2G335738	1
47583	GRMZM2G337113	1
47581	GRMZM2G337109	1
47576	GRMZM2G337048	1
47573	GRMZM2G336929	1
47572	GRMZM2G336909	1
47570	GRMZM2G336908	1
47565	GRMZM2G336879	1
47563	GRMZM2G336875	1
47562	GRMZM2G336865	1
47560	GRMZM2G336858	1
47557	GRMZM2G336824	1
47550	GRMZM2G336783	1
47545	GRMZM2G336745	1
47541	GRMZM2G336678	1
47540	GRMZM2G336583	1
47535	GRMZM2G336448	1
47532	GRMZM2G336437	1
47531	GRMZM2G336337	1
47519	GRMZM2G336065	1
47515	GRMZM2G335948	1
47513	GRMZM2G335826	1
47559	GRMZM2G336839	1
47426	GRMZM2G334216	1
47423	GRMZM2G334165	1
47344	GRMZM2G332821	1
47343	GRMZM2G332809	1
47336	GRMZM2G332660	1
47331	GRMZM2G332522	1
47319	GRMZM2G332423	1
47317	GRMZM2G332410	1
47313	GRMZM2G332280	1
47311	GRMZM2G332258	1
47308	GRMZM2G332107	1
47304	GRMZM2G331902	1
47345	GRMZM2G332829	1
47301	GRMZM2G331861	1
47299	GRMZM2G331833	1
47296	GRMZM2G331811	1
47284	GRMZM2G331723	1
47283	GRMZM2G331720	1
47282	GRMZM2G331701	1
47346	GRMZM2G332838	1
47420	GRMZM2G334162	1
47419	GRMZM2G334142	1
47413	GRMZM2G334041	1
47410	GRMZM2G333980	1
47407	GRMZM2G333916	1
47406	GRMZM2G333875	1
47405	GRMZM2G333861	1
47404	GRMZM2G333833	1
47403	GRMZM2G333811	1
47400	GRMZM2G333775	1
47399	GRMZM2G333726	1
47397	GRMZM2G333659	1
47387	GRMZM2G333478	1
47384	GRMZM2G333433	1
47375	GRMZM2G333183	1
47366	GRMZM2G333045	1
47364	GRMZM2G333035	1
47363	GRMZM2G333033	1
47358	GRMZM2G332976	1
47352	GRMZM2G332922	1
47394	GRMZM2G333635	1
47585	GRMZM2G337128	1
46868	GRMZM2G324976	1
46858	GRMZM2G324781	1
46383	GRMZM2G317382	1
46378	GRMZM2G317270	1
46368	GRMZM2G316967	1
46366	GRMZM2G316907	1
46364	GRMZM2G316889	1
46357	GRMZM2G316778	1
46350	GRMZM2G316685	1
46349	GRMZM2G316679	1
46347	GRMZM2G316665	1
46332	GRMZM2G316362	1
46324	GRMZM2G316232	1
46323	GRMZM2G316223	1
46321	GRMZM2G316191	1
46318	GRMZM2G316136	1
46316	GRMZM2G316113	1
46310	GRMZM2G316073	1
46308	GRMZM2G316030	1
46306	GRMZM2G315931	1
46302	GRMZM2G315902	1
46384	GRMZM2G317386	1
46390	GRMZM2G317451	1
46396	GRMZM2G317614	1
46408	GRMZM2G317770	1
46517	GRMZM2G319307	1
46512	GRMZM2G319187	1
46504	GRMZM2G319150	1
46503	GRMZM2G319138	1
46501	GRMZM2G319130	1
46500	GRMZM2G319125	1
46497	GRMZM2G319109	1
46495	GRMZM2G319074	1
46494	GRMZM2G319062	1
46482	GRMZM2G318862	1
46473	GRMZM2G318803	1
46295	GRMZM2G315848	1
46470	GRMZM2G318780	1
46467	GRMZM2G318689	1
46458	GRMZM2G318635	1
46451	GRMZM2G318530	1
46450	GRMZM2G318527	1
46447	GRMZM2G318475	1
46432	GRMZM2G318299	1
46431	GRMZM2G318296	1
46427	GRMZM2G318213	1
46425	GRMZM2G318180	1
46419	GRMZM2G317938	1
46291	GRMZM2G315806	1
46273	GRMZM2G315401	1
46163	GRMZM2G313833	1
46157	GRMZM2G313750	1
46151	GRMZM2G313678	1
46146	GRMZM2G313656	1
46145	GRMZM2G313649	1
46171	GRMZM2G314094	1
46138	GRMZM2G313643	1
46135	GRMZM2G313536	1
46121	GRMZM2G313321	1
46119	GRMZM2G313316	1
46117	GRMZM2G313272	1
46113	GRMZM2G313199	1
46111	GRMZM2G313184	1
46109	GRMZM2G313162	1
46098	GRMZM2G313020	1
46097	GRMZM2G313011	1
46088	GRMZM2G312970	1
46077	GRMZM2G312910	1
46136	GRMZM2G313553	1
46518	GRMZM2G319345	1
46174	GRMZM2G314125	1
46181	GRMZM2G314292	1
46270	GRMZM2G315375	1
46266	GRMZM2G315264	1
46262	GRMZM2G315176	1
46255	GRMZM2G315125	1
46254	GRMZM2G315121	1
46253	GRMZM2G315088	1
46251	GRMZM2G315072	1
46178	GRMZM2G314171	1
46236	GRMZM2G314882	1
46226	GRMZM2G314692	1
46213	GRMZM2G314663	1
46208	GRMZM2G314652	1
46195	GRMZM2G314427	1
46193	GRMZM2G314396	1
46183	GRMZM2G314328	1
46237	GRMZM2G314898	1
46865	GRMZM2G324956	1
46519	GRMZM2G319357	1
46525	GRMZM2G319402	1
46752	GRMZM2G323182	1
46748	GRMZM2G323024	1
46745	GRMZM2G322986	1
46744	GRMZM2G322953	1
46736	GRMZM2G322892	1
46730	GRMZM2G322844	1
46728	GRMZM2G322819	1
46723	GRMZM2G322748	1
46722	GRMZM2G322728	1
46720	GRMZM2G322723	1
46713	GRMZM2G322661	1
46704	GRMZM2G322593	1
46703	GRMZM2G322586	1
46699	GRMZM2G322506	1
46695	GRMZM2G322413	1
46753	GRMZM2G323261	1
46760	GRMZM2G323418	1
46763	GRMZM2G323470	1
46768	GRMZM2G323504	1
46855	GRMZM2G324727	1
46851	GRMZM2G324676	1
46848	GRMZM2G324669	1
46847	GRMZM2G324643	1
46843	GRMZM2G324540	1
46835	GRMZM2G324466	1
46834	GRMZM2G324462	1
46832	GRMZM2G324390	1
46831	GRMZM2G324378	1
46827	GRMZM2G324314	1
46822	GRMZM2G324297	1
46817	GRMZM2G324285	1
46810	GRMZM2G324172	1
46808	GRMZM2G324157	1
46788	GRMZM2G323830	1
46777	GRMZM2G323731	1
46776	GRMZM2G323719	1
46775	GRMZM2G323679	1
46690	GRMZM2G322361	1
46688	GRMZM2G322348	1
46576	GRMZM2G320307	1
46574	GRMZM2G320305	1
46573	GRMZM2G320298	1
46571	GRMZM2G320269	1
46568	GRMZM2G320206	1
46566	GRMZM2G320175	1
46565	GRMZM2G320167	1
46564	GRMZM2G320152	1
46560	GRMZM2G320135	1
46556	GRMZM2G320099	1
46555	GRMZM2G320085	1
46551	GRMZM2G319988	1
46550	GRMZM2G319965	1
46545	GRMZM2G319798	1
46541	GRMZM2G319760	1
46536	GRMZM2G319634	1
46535	GRMZM2G319603	1
46534	GRMZM2G319573	1
46530	GRMZM2G319537	1
46529	GRMZM2G319465	1
46526	GRMZM2G319435	1
46554	GRMZM2G320041	1
46522	GRMZM2G319375	1
46578	GRMZM2G320325	1
46687	GRMZM2G322328	1
46685	GRMZM2G322314	1
46683	GRMZM2G322220	1
46682	GRMZM2G322186	1
46666	GRMZM2G321870	1
46663	GRMZM2G321839	1
46658	GRMZM2G321767	1
46651	GRMZM2G321725	1
46648	GRMZM2G321717	1
46634	GRMZM2G321290	1
46633	GRMZM2G321239	1
46630	GRMZM2G321153	1
46620	GRMZM2G321033	1
46618	GRMZM2G321023	1
46612	GRMZM2G320920	1
46603	GRMZM2G320786	1
46590	GRMZM2G320606	1
46585	GRMZM2G320506	1
46584	GRMZM2G320497	1
47592	GRMZM2G337242	1
47601	GRMZM2G337532	1
47603	GRMZM2G337548	1
48661	GRMZM2G355233	1
48657	GRMZM2G355098	1
48654	GRMZM2G354956	1
48653	GRMZM2G354909	1
48645	GRMZM2G354804	1
48643	GRMZM2G354775	1
48642	GRMZM2G354746	1
48641	GRMZM2G354711	1
48638	GRMZM2G354621	1
48627	GRMZM2G354604	1
48619	GRMZM2G354558	1
48616	GRMZM2G354525	1
48610	GRMZM2G354373	1
48598	GRMZM2G354093	1
48594	GRMZM2G354013	1
48590	GRMZM2G353957	1
48586	GRMZM2G353885	1
48580	GRMZM2G353785	1
48667	GRMZM2G355368	1
48671	GRMZM2G355450	1
48674	GRMZM2G355523	1
48775	GRMZM2G357371	1
48772	GRMZM2G357296	1
48764	GRMZM2G357034	1
48763	GRMZM2G356938	1
48762	GRMZM2G356935	1
48757	GRMZM2G356894	1
48742	GRMZM2G356579	1
48736	GRMZM2G356523	1
48734	GRMZM2G356459	1
48720	GRMZM2G356204	1
48713	GRMZM2G356128	1
48712	GRMZM2G356103	1
48575	GRMZM2G353726	1
48711	GRMZM2G356076	1
48704	GRMZM2G355940	1
48702	GRMZM2G355906	1
48698	GRMZM2G355846	1
48691	GRMZM2G355752	1
48690	GRMZM2G355742	1
48686	GRMZM2G355679	1
48684	GRMZM2G355636	1
48678	GRMZM2G355574	1
48710	GRMZM2G356046	1
48572	GRMZM2G353659	1
48568	GRMZM2G353548	1
48434	GRMZM2G351747	1
48428	GRMZM2G351672	1
48424	GRMZM2G351599	1
48423	GRMZM2G351582	1
48419	GRMZM2G351514	1
48415	GRMZM2G351482	1
48414	GRMZM2G351469	1
48412	GRMZM2G351423	1
48403	GRMZM2G351347	1
48396	GRMZM2G351259	1
48394	GRMZM2G351248	1
48392	GRMZM2G351232	1
48388	GRMZM2G351145	1
48385	GRMZM2G351074	1
48380	GRMZM2G351023	1
48376	GRMZM2G350918	1
48373	GRMZM2G350844	1
48364	GRMZM2G350793	1
48348	GRMZM2G350626	1
48337	GRMZM2G350326	1
48326	GRMZM2G350205	1
48316	GRMZM2G350020	1
48390	GRMZM2G351160	1
48777	GRMZM2G357399	1
48438	GRMZM2G351775	1
48450	GRMZM2G351941	1
48556	GRMZM2G353444	1
48538	GRMZM2G353195	1
48536	GRMZM2G353147	1
48534	GRMZM2G353125	1
48531	GRMZM2G353114	1
48530	GRMZM2G353107	1
48529	GRMZM2G353103	1
48508	GRMZM2G352858	1
48496	GRMZM2G352695	1
48449	GRMZM2G351937	1
48494	GRMZM2G352627	1
48488	GRMZM2G352431	1
48485	GRMZM2G352415	1
48478	GRMZM2G352359	1
48477	GRMZM2G352339	1
48475	GRMZM2G352281	1
48473	GRMZM2G352248	1
48461	GRMZM2G352129	1
48454	GRMZM2G351990	1
48493	GRMZM2G352619	1
48315	GRMZM2G350001	1
48788	GRMZM2G357654	1
49045	GRMZM2G361398	1
49040	GRMZM2G361362	1
49038	GRMZM2G361256	1
49021	GRMZM2G361066	1
49018	GRMZM2G361049	1
49017	GRMZM2G361044	1
49013	GRMZM2G360873	1
49012	GRMZM2G360867	1
49009	GRMZM2G360833	1
49008	GRMZM2G360821	1
49000	GRMZM2G360681	1
48998	GRMZM2G360677	1
48990	GRMZM2G360589	1
48987	GRMZM2G360541	1
48984	GRMZM2G360529	1
48983	GRMZM2G360523	1
48975	GRMZM2G360455	1
48968	GRMZM2G360389	1
48959	GRMZM2G360219	1
49048	GRMZM2G361442	1
49050	GRMZM2G361501	1
49056	GRMZM2G361569	1
49057	GRMZM2G361593	1
49139	GRMZM2G362848	1
49136	GRMZM2G362803	1
49129	GRMZM2G362726	1
49126	GRMZM2G362693	1
49120	GRMZM2G362413	1
49119	GRMZM2G362410	1
49118	GRMZM2G362398	1
49116	GRMZM2G362362	1
49111	GRMZM2G362303	1
49106	GRMZM2G362281	1
49103	GRMZM2G362163	1
48954	GRMZM2G360021	1
49102	GRMZM2G362131	1
49100	GRMZM2G362088	1
49099	GRMZM2G362021	1
49097	GRMZM2G361986	1
49096	GRMZM2G361984	1
49090	GRMZM2G361855	1
49076	GRMZM2G361699	1
49075	GRMZM2G361693	1
49069	GRMZM2G361652	1
49067	GRMZM2G361633	1
49066	GRMZM2G361625	1
49061	GRMZM2G361605	1
48953	GRMZM2G359986	1
48951	GRMZM2G359956	1
48944	GRMZM2G359904	1
48838	GRMZM2G358381	1
48834	GRMZM2G358279	1
48833	GRMZM2G358274	1
48830	GRMZM2G358236	1
48828	GRMZM2G358205	1
48827	GRMZM2G358180	1
48826	GRMZM2G358161	1
48825	GRMZM2G358153	1
48821	GRMZM2G358051	1
48842	GRMZM2G358416	1
48813	GRMZM2G358009	1
48812	GRMZM2G357972	1
48808	GRMZM2G357923	1
48807	GRMZM2G357919	1
48805	GRMZM2G357873	1
48801	GRMZM2G357804	1
48797	GRMZM2G357734	1
48793	GRMZM2G357683	1
48791	GRMZM2G357667	1
48785	GRMZM2G357620	1
48851	GRMZM2G358618	1
48853	GRMZM2G358619	1
48939	GRMZM2G359822	1
48933	GRMZM2G359735	1
48927	GRMZM2G359599	1
48922	GRMZM2G359559	1
48913	GRMZM2G359365	1
48903	GRMZM2G359298	1
48902	GRMZM2G359260	1
48900	GRMZM2G359234	1
48896	GRMZM2G359217	1
48893	GRMZM2G359127	1
48888	GRMZM2G359070	1
48883	GRMZM2G359038	1
48867	GRMZM2G358898	1
48865	GRMZM2G358830	1
48862	GRMZM2G358791	1
48897	GRMZM2G359230	1
48314	GRMZM2G349996	1
48310	GRMZM2G349875	1
48308	GRMZM2G349839	1
47838	GRMZM2G341460	1
47834	GRMZM2G341410	1
47829	GRMZM2G341405	1
47824	GRMZM2G341404	1
47823	GRMZM2G341379	1
47818	GRMZM2G341304	1
47817	GRMZM2G341302	1
47806	GRMZM2G341171	1
47803	GRMZM2G341155	1
47799	GRMZM2G341058	1
47795	GRMZM2G341010	1
47794	GRMZM2G340955	1
47790	GRMZM2G340807	1
47782	GRMZM2G340721	1
47781	GRMZM2G340656	1
47774	GRMZM2G340654	1
47772	GRMZM2G340618	1
47770	GRMZM2G340578	1
47840	GRMZM2G341499	1
47844	GRMZM2G341723	1
47845	GRMZM2G341729	1
47850	GRMZM2G341747	1
47954	GRMZM2G343543	1
47951	GRMZM2G343449	1
47945	GRMZM2G343428	1
47944	GRMZM2G343426	1
47937	GRMZM2G343218	1
47935	GRMZM2G343149	1
47934	GRMZM2G343144	1
47932	GRMZM2G343139	1
47929	GRMZM2G343080	1
47768	GRMZM2G340527	1
47922	GRMZM2G343024	1
47917	GRMZM2G342907	1
47914	GRMZM2G342895	1
47912	GRMZM2G342856	1
47899	GRMZM2G342649	1
47895	GRMZM2G342583	1
47889	GRMZM2G342509	1
47880	GRMZM2G342327	1
47871	GRMZM2G342226	1
47869	GRMZM2G342197	1
47863	GRMZM2G341959	1
47767	GRMZM2G340456	1
47766	GRMZM2G340447	1
47758	GRMZM2G340353	1
47680	GRMZM2G339009	1
47676	GRMZM2G338916	1
47672	GRMZM2G338809	1
47661	GRMZM2G338693	1
47659	GRMZM2G338691	1
47656	GRMZM2G338631	1
47653	GRMZM2G338465	1
47651	GRMZM2G338431	1
47650	GRMZM2G338376	1
47649	GRMZM2G338333	1
47647	GRMZM2G338327	1
47644	GRMZM2G338293	1
47640	GRMZM2G338161	1
47638	GRMZM2G338158	1
47637	GRMZM2G338131	1
47628	GRMZM2G337905	1
47623	GRMZM2G337845	1
47622	GRMZM2G337819	1
47616	GRMZM2G337768	1
47615	GRMZM2G337766	1
47612	GRMZM2G337706	1
47606	GRMZM2G337616	1
47683	GRMZM2G339091	1
47754	GRMZM2G340313	1
47748	GRMZM2G340257	1
47747	GRMZM2G340251	1
47743	GRMZM2G340224	1
47740	GRMZM2G340139	1
47737	GRMZM2G340084	1
47735	GRMZM2G340065	1
47734	GRMZM2G340048	1
47733	GRMZM2G339994	1
47717	GRMZM2G339699	1
47715	GRMZM2G339645	1
47714	GRMZM2G339563	1
47711	GRMZM2G339540	1
47706	GRMZM2G339523	1
47700	GRMZM2G339367	1
47697	GRMZM2G339336	1
47690	GRMZM2G339151	1
47725	GRMZM2G339836	1
48239	GRMZM2G348697	1
48235	GRMZM2G348666	1
48231	GRMZM2G348602	1
48229	GRMZM2G348578	1
48227	GRMZM2G348551	1
48225	GRMZM2G348512	1
48216	GRMZM2G348452	1
48202	GRMZM2G348186	1
48197	GRMZM2G348039	1
48189	GRMZM2G347956	1
48187	GRMZM2G347841	1
48184	GRMZM2G347808	1
48182	GRMZM2G347767	1
48175	GRMZM2G347743	1
48169	GRMZM2G347717	1
48242	GRMZM2G348729	1
48250	GRMZM2G348873	1
48305	GRMZM2G349791	1
48304	GRMZM2G349749	1
48302	GRMZM2G349709	1
48299	GRMZM2G349665	1
48294	GRMZM2G349655	1
48293	GRMZM2G349651	1
48244	GRMZM2G348846	1
48289	GRMZM2G349649	1
48283	GRMZM2G349565	1
48280	GRMZM2G349536	1
48278	GRMZM2G349407	1
48274	GRMZM2G349344	1
48273	GRMZM2G349274	1
48270	GRMZM2G349243	1
48269	GRMZM2G349206	1
48267	GRMZM2G349187	1
48262	GRMZM2G349062	1
48260	GRMZM2G348993	1
48256	GRMZM2G348956	1
48288	GRMZM2G349603	1
46076	GRMZM2G312877	1
48153	GRMZM2G347583	1
48064	GRMZM2G345717	1
48063	GRMZM2G345700	1
48058	GRMZM2G345622	1
48053	GRMZM2G345493	1
48038	GRMZM2G345039	1
48032	GRMZM2G344993	1
48023	GRMZM2G344857	1
48065	GRMZM2G345725	1
48015	GRMZM2G344634	1
48005	GRMZM2G344416	1
48003	GRMZM2G344388	1
47996	GRMZM2G344279	1
47993	GRMZM2G344256	1
47985	GRMZM2G344163	1
47980	GRMZM2G343972	1
47974	GRMZM2G343828	1
47966	GRMZM2G343713	1
47963	GRMZM2G343636	1
47960	GRMZM2G343570	1
48007	GRMZM2G344476	1
48074	GRMZM2G346095	1
48080	GRMZM2G346138	1
48151	GRMZM2G347541	1
48148	GRMZM2G347471	1
48145	GRMZM2G347413	1
48142	GRMZM2G347339	1
48138	GRMZM2G347280	1
48136	GRMZM2G347226	1
48133	GRMZM2G347174	1
48130	GRMZM2G347056	1
48129	GRMZM2G347047	1
48127	GRMZM2G347027	1
48120	GRMZM2G346863	1
48116	GRMZM2G346839	1
48078	GRMZM2G346132	1
48109	GRMZM2G346701	1
48107	GRMZM2G346693	1
48102	GRMZM2G346466	1
48100	GRMZM2G346457	1
48099	GRMZM2G346455	1
48090	GRMZM2G346342	1
48088	GRMZM2G346278	1
48082	GRMZM2G346168	1
37925	GRMZM2G149923	1
46074	GRMZM2G312839	1
46063	GRMZM2G312827	1
44252	GRMZM2G177412	1
44248	GRMZM2G177404	1
44241	GRMZM2G177386	1
44239	GRMZM2G177384	1
44238	GRMZM2G177373	1
44230	GRMZM2G177314	1
44219	GRMZM2G177242	1
44204	GRMZM2G177224	1
44202	GRMZM2G177220	1
44197	GRMZM2G177203	1
44189	GRMZM2G177165	1
44180	GRMZM2G177104	1
44179	GRMZM2G177098	1
44173	GRMZM2G177077	1
44169	GRMZM2G177070	1
44168	GRMZM2G177061	1
44165	GRMZM2G177050	1
44159	GRMZM2G177005	1
44158	GRMZM2G177001	1
44156	GRMZM2G176998	1
44254	GRMZM2G177424	1
44259	GRMZM2G177445	1
44264	GRMZM2G177461	1
44364	GRMZM2G177923	1
44354	GRMZM2G177895	1
44349	GRMZM2G177883	1
44336	GRMZM2G177812	1
44333	GRMZM2G177792	1
44331	GRMZM2G177781	1
44320	GRMZM2G177726	1
44314	GRMZM2G177720	1
44307	GRMZM2G177668	1
44302	GRMZM2G177654	1
44154	GRMZM2G176977	1
44300	GRMZM2G177631	1
44296	GRMZM2G177617	1
44281	GRMZM2G177570	1
44280	GRMZM2G177561	1
44278	GRMZM2G177539	1
44277	GRMZM2G177535	1
44276	GRMZM2G177532	1
44271	GRMZM2G177518	1
44268	GRMZM2G177508	1
44075	GRMZM2G176570	1
44070	GRMZM2G176558	1
44067	GRMZM2G176546	1
44061	GRMZM2G176521	1
44060	GRMZM2G176519	1
44058	GRMZM2G176506	1
44076	GRMZM2G176576	1
44049	GRMZM2G176499	1
44045	GRMZM2G176486	1
44036	GRMZM2G176443	1
44031	GRMZM2G176430	1
44027	GRMZM2G176397	1
44025	GRMZM2G176396	1
44022	GRMZM2G176394	1
44365	GRMZM2G177928	1
44083	GRMZM2G176604	1
44149	GRMZM2G176963	1
44146	GRMZM2G176943	1
44144	GRMZM2G176922	1
44140	GRMZM2G176905	1
44138	GRMZM2G176903	1
44134	GRMZM2G176881	1
44129	GRMZM2G176840	1
44127	GRMZM2G176820	1
44125	GRMZM2G176780	1
44120	GRMZM2G176759	1
44114	GRMZM2G176723	1
44113	GRMZM2G176721	1
44110	GRMZM2G176699	1
44106	GRMZM2G176677	1
44097	GRMZM2G176662	1
44094	GRMZM2G176651	1
44085	GRMZM2G176605	1
44373	GRMZM2G177937	1
44627	GRMZM2G178880	1
44621	GRMZM2G178859	1
44606	GRMZM2G178826	1
44600	GRMZM2G178822	1
44595	GRMZM2G178807	1
44590	GRMZM2G178801	1
44581	GRMZM2G178787	1
44578	GRMZM2G178775	1
44572	GRMZM2G178756	1
44571	GRMZM2G178753	1
44563	GRMZM2G178693	1
44548	GRMZM2G178645	1
44628	GRMZM2G178886	1
44630	GRMZM2G178892	1
44640	GRMZM2G178916	1
44641	GRMZM2G178917	1
44695	GRMZM2G179120	1
44694	GRMZM2G179106	1
44692	GRMZM2G179097	1
44683	GRMZM2G179090	1
44681	GRMZM2G179063	1
44535	GRMZM2G178576	1
44678	GRMZM2G179045	1
44675	GRMZM2G179031	1
44673	GRMZM2G179024	1
44672	GRMZM2G179021	1
44657	GRMZM2G178968	1
44655	GRMZM2G178960	1
44652	GRMZM2G178958	1
44647	GRMZM2G178942	1
44446	GRMZM2G178236	1
44434	GRMZM2G178209	1
44432	GRMZM2G178192	1
44429	GRMZM2G178190	1
44417	GRMZM2G178106	1
44411	GRMZM2G178079	1
44409	GRMZM2G178074	1
44402	GRMZM2G178038	1
44453	GRMZM2G178254	1
44399	GRMZM2G178014	1
44387	GRMZM2G177970	1
44384	GRMZM2G177947	1
44377	GRMZM2G177940	1
44400	GRMZM2G178025	1
44466	GRMZM2G178287	1
44530	GRMZM2G178571	1
44527	GRMZM2G178558	1
44524	GRMZM2G178546	1
44521	GRMZM2G178533	1
44515	GRMZM2G178517	1
44498	GRMZM2G178447	1
44495	GRMZM2G178415	1
44482	GRMZM2G178356	1
44481	GRMZM2G178351	1
44480	GRMZM2G178346	1
44478	GRMZM2G178341	1
44476	GRMZM2G178333	1
44469	GRMZM2G178289	1
44497	GRMZM2G178435	1
44007	GRMZM2G176347	1
44002	GRMZM2G176307	1
43576	GRMZM2G174312	1
43566	GRMZM2G174249	1
43550	GRMZM2G174204	1
43548	GRMZM2G174202	1
43545	GRMZM2G174196	1
43544	GRMZM2G174192	1
43543	GRMZM2G174170	1
43540	GRMZM2G174149	1
43537	GRMZM2G174145	1
43531	GRMZM2G174137	1
43525	GRMZM2G174128	1
43519	GRMZM2G174099	1
43588	GRMZM2G174343	1
43598	GRMZM2G174396	1
43605	GRMZM2G174444	1
43667	GRMZM2G174673	1
43666	GRMZM2G174671	1
43661	GRMZM2G174669	1
43651	GRMZM2G174638	1
43648	GRMZM2G174621	1
43640	GRMZM2G174598	1
43509	GRMZM2G173989	1
43636	GRMZM2G174596	1
43633	GRMZM2G174585	1
43631	GRMZM2G174574	1
43629	GRMZM2G174572	1
43618	GRMZM2G174554	1
43616	GRMZM2G174549	1
43613	GRMZM2G174511	1
43611	GRMZM2G174481	1
43609	GRMZM2G174458	1
43508	GRMZM2G173978	1
43501	GRMZM2G173965	1
43499	GRMZM2G173962	1
43383	GRMZM2G173536	1
43367	GRMZM2G173483	1
43365	GRMZM2G173479	1
43364	GRMZM2G173472	1
43347	GRMZM2G173413	1
43345	GRMZM2G173387	1
43392	GRMZM2G173579	1
43333	GRMZM2G173358	1
43331	GRMZM2G173354	1
43328	GRMZM2G173341	1
43320	GRMZM2G173315	1
43318	GRMZM2G173309	1
43311	GRMZM2G173251	1
43309	GRMZM2G173209	1
43307	GRMZM2G173195	1
43306	GRMZM2G173192	1
43304	GRMZM2G173186	1
43668	GRMZM2G174675	1
43401	GRMZM2G173628	1
43498	GRMZM2G173960	1
43495	GRMZM2G173928	1
43494	GRMZM2G173926	1
43492	GRMZM2G173923	1
43491	GRMZM2G173911	1
43486	GRMZM2G173878	1
43485	GRMZM2G173874	1
43474	GRMZM2G173858	1
43470	GRMZM2G173833	1
43464	GRMZM2G173777	1
43457	GRMZM2G173759	1
43446	GRMZM2G173734	1
43428	GRMZM2G173684	1
43421	GRMZM2G173668	1
43416	GRMZM2G173649	1
43411	GRMZM2G173647	1
43409	GRMZM2G173641	1
43407	GRMZM2G173636	1
43404	GRMZM2G173630	1
43675	GRMZM2G174708	1
43908	GRMZM2G175860	1
43904	GRMZM2G175818	1
43901	GRMZM2G175816	1
43897	GRMZM2G175812	1
43893	GRMZM2G175804	1
43890	GRMZM2G175797	1
43888	GRMZM2G175782	1
43885	GRMZM2G175779	1
43882	GRMZM2G175755	1
43881	GRMZM2G175728	1
43876	GRMZM2G175676	1
43867	GRMZM2G175593	1
43866	GRMZM2G175576	1
43859	GRMZM2G175563	1
43858	GRMZM2G175562	1
43911	GRMZM2G175867	1
43918	GRMZM2G175874	1
43996	GRMZM2G176301	1
43982	GRMZM2G176253	1
